Start Time,End Time,Category,Timestamp,Heart Rate,Source Name,duration_minutes,duration_hours,sleep_stage,sleep_date
2022-09-13 01:47:49,2022-09-13 01:59:19,LIGHT/CORE,2022-09-13 01:46:47,64.0,Apple Watch SE 2020,11.5,0.19166666666666668,LIGHT,2022-09-13
2022-09-13 01:59:19,2022-09-13 02:04:49,DEEP,2022-09-13 01:59:47,62.0,Apple Watch SE 2020,5.5,0.09166666666666666,DEEP,2022-09-13
2022-09-13 02:04:49,2022-09-13 02:12:49,LIGHT/CORE,2022-09-13 02:05:44,64.0,Apple Watch SE 2020,8.0,0.13333333333333333,LIGHT,2022-09-13
2022-09-13 02:12:49,2022-09-13 02:27:19,DEEP,2022-09-13 02:13:49,65.0,Apple Watch SE 2020,14.5,0.24166666666666667,DEEP,2022-09-13
2022-09-13 02:27:19,2022-09-13 02:35:49,LIGHT/CORE,2022-09-13 02:24:49,64.0,Apple Watch SE 2020,8.5,0.14166666666666666,LIGHT,2022-09-13
2022-09-13 02:35:49,2022-09-13 02:49:19,DEEP,2022-09-13 02:35:43,64.0,Apple Watch SE 2020,13.5,0.225,DEEP,2022-09-13
2022-09-13 02:49:19,2022-09-13 03:03:49,LIGHT/CORE,2022-09-13 02:49:46,62.0,Apple Watch SE 2020,14.5,0.24166666666666667,LIGHT,2022-09-13
2022-09-13 03:03:49,2022-09-13 03:14:49,REM,2022-09-13 03:07:44,65.0,Apple Watch SE 2020,11.0,0.18333333333333332,REM,2022-09-13
2022-09-13 03:14:49,2022-09-13 03:43:49,LIGHT/CORE,2022-09-13 03:15:43,59.0,Apple Watch SE 2020,29.0,0.48333333333333334,LIGHT,2022-09-13
2022-09-13 03:43:49,2022-09-13 04:14:19,DEEP,2022-09-13 03:44:20,61.0,Apple Watch SE 2020,30.5,0.5083333333333333,DEEP,2022-09-13
2022-09-13 04:14:19,2022-09-13 04:25:19,LIGHT/CORE,2022-09-13 04:14:25,60.0,Apple Watch SE 2020,11.0,0.18333333333333332,LIGHT,2022-09-13
2022-09-13 04:25:19,2022-09-13 04:40:49,REM,2022-09-13 04:24:45,61.0,Apple Watch SE 2020,15.5,0.25833333333333336,REM,2022-09-13
2022-09-13 04:40:49,2022-09-13 05:59:49,LIGHT/CORE,2022-09-13 04:40:24,59.0,Apple Watch SE 2020,79.0,1.3166666666666667,LIGHT,2022-09-13
2022-09-13 05:59:49,2022-09-13 06:34:49,REM,2022-09-13 06:01:44,61.0,Apple Watch SE 2020,35.0,0.5833333333333334,REM,2022-09-13
2022-09-13 06:34:49,2022-09-13 06:42:19,AWAKE,2022-09-13 06:34:14,59.0,Apple Watch SE 2020,7.5,0.125,AWAKE,2022-09-13
2022-09-13 06:42:19,2022-09-13 07:32:19,LIGHT/CORE,2022-09-13 06:41:00,59.0,Apple Watch SE 2020,50.0,0.8333333333333334,LIGHT,2022-09-13
2022-09-13 07:32:19,2022-09-13 07:51:49,REM,2022-09-13 07:31:22,59.0778,Apple Watch SE 2020,19.5,0.325,REM,2022-09-13
2022-09-13 07:51:49,2022-09-13 07:52:49,AWAKE,2022-09-13 07:49:11,58.0,Apple Watch SE 2020,1.0,0.016666666666666666,AWAKE,2022-09-13
2022-09-13 07:52:49,2022-09-13 07:55:49,REM,2022-09-13 07:55:31,59.0,Apple Watch SE 2020,3.0,0.05,REM,2022-09-13
2022-09-13 07:55:49,2022-09-13 07:57:19,AWAKE,2022-09-13 07:55:31,59.0,Apple Watch SE 2020,1.5,0.025,AWAKE,2022-09-13
2022-09-13 07:57:19,2022-09-13 08:04:49,LIGHT/CORE,2022-09-13 07:55:31,59.0,Apple Watch SE 2020,7.5,0.125,LIGHT,2022-09-13
2022-09-14 01:13:03,2022-09-14 01:15:03,LIGHT/CORE,2022-09-14 01:10:20,71.0,Apple Watch SE 2020,2.0,0.03333333333333333,LIGHT,2022-09-14
2022-09-14 01:15:03,2022-09-14 01:17:33,AWAKE,2022-09-14 01:17:47,62.0,Apple Watch SE 2020,2.5,0.041666666666666664,AWAKE,2022-09-14
2022-09-14 01:17:33,2022-09-14 01:32:33,LIGHT/CORE,2022-09-14 01:17:47,62.0,Apple Watch SE 2020,15.0,0.25,LIGHT,2022-09-14
2022-09-14 01:32:33,2022-09-14 01:51:33,DEEP,2022-09-14 01:34:17,62.0,Apple Watch SE 2020,19.0,0.31666666666666665,DEEP,2022-09-14
2022-09-14 01:51:33,2022-09-14 02:07:03,LIGHT/CORE,2022-09-14 01:52:47,61.0,Apple Watch SE 2020,15.5,0.25833333333333336,LIGHT,2022-09-14
2022-09-14 02:07:03,2022-09-14 02:23:33,REM,2022-09-14 02:05:01,64.0,Apple Watch SE 2020,16.5,0.275,REM,2022-09-14
2022-09-14 02:23:33,2022-09-14 02:24:03,LIGHT/CORE,2022-09-14 02:27:41,61.0,Apple Watch SE 2020,0.5,0.008333333333333333,LIGHT,2022-09-14
2022-09-14 02:24:03,2022-09-14 02:24:33,REM,2022-09-14 02:27:41,61.0,Apple Watch SE 2020,0.5,0.008333333333333333,REM,2022-09-14
2022-09-14 02:24:33,2022-09-14 02:45:03,LIGHT/CORE,2022-09-14 02:27:41,61.0,Apple Watch SE 2020,20.5,0.3416666666666667,LIGHT,2022-09-14
2022-09-14 02:45:03,2022-09-14 02:58:03,DEEP,2022-09-14 02:46:24,69.0,Apple Watch SE 2020,13.0,0.21666666666666667,DEEP,2022-09-14
2022-09-14 02:58:03,2022-09-14 03:25:33,LIGHT/CORE,2022-09-14 02:54:50,68.0,Apple Watch SE 2020,27.5,0.4583333333333333,LIGHT,2022-09-14
2022-09-14 03:25:33,2022-09-14 03:49:33,DEEP,2022-09-14 03:24:25,61.0,Apple Watch SE 2020,24.0,0.4,DEEP,2022-09-14
2022-09-14 03:49:33,2022-09-14 04:00:03,LIGHT/CORE,2022-09-14 03:52:57,58.0,Apple Watch SE 2020,10.5,0.175,LIGHT,2022-09-14
2022-09-14 04:00:03,2022-09-14 04:31:03,REM,2022-09-14 04:01:36,62.0,Apple Watch SE 2020,31.0,0.5166666666666667,REM,2022-09-14
2022-09-14 04:31:03,2022-09-14 05:38:03,LIGHT/CORE,2022-09-14 04:29:53,60.0,Apple Watch SE 2020,67.0,1.1166666666666667,LIGHT,2022-09-14
